organism,seedid,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,ncbiid,platform,kingdom,phylum,class,order,family,genus,species,file,strain,kbaseid,id,summary_rank,tax,samples,relative,reads
Phascolarctobacterium succinatutens YIT 12067,Phascolarctobacterium sp. YIT 12067 (626939.3),Obligate anaerobe,"Asaccharolytic, ferments only succinate",Negative,Commensal,560.0,1019.0,833.0,Ines Thiele,06/29/12,626939.0,ModelSEED,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,Phascolarctobacterium_succinatutens.json,Phascolarctobacterium succinatutens YIT 12067,,Phascolarctobacterium_succinatutens,species,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens,ERR5883854,0.04967902184750477,496.7902184750477
Desulfovibrio piger ATCC 29098,Desulfovibrio piger ATCC 29098 (411464.8),Nanaerobe,"Only anaerobic respiration with sulfate as electron acceptor, nonfermentative, asaccharolytic",Negative,Commensal,599.0,980.0,792.0,Ines Thiele,08/06/12,411464.0,ModelSEED,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio_piger.json,Desulfovibrio piger ATCC 29098,,Desulfovibrio_piger,species,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger,ERR5883854,0.009483536282150918,94.83536282150918
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii ATCC 35061 (420247.6),Obligate anaerobe,"Uses carbon dioxide, hydrogen and formate as energy sources and acetate as carbon source",Positive,Commensal,407.0,714.0,656.0,Ines Thiele,06/29/12,420247.0,Kbase,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii,Methanobrevibacter_smithii.json,Methanobrevibacter smithii ATCC 35061,,Methanobrevibacter_smithii,species,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii,ERR5883855,0.003182151582946422,31.821515829464218
,Bifidobacterium adolescentis ATCC 15703 (367928.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium_adolescentis.json,,,Bifidobacterium_adolescentis,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,ERR5883855,0.01579389362959061,157.93893629590607
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium_longum.json,,,Bifidobacterium_longum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,ERR5883855,0.005809446106694112,58.09446106694112
Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,469.0,1097.0,874.0,chenry,04/15/16,1437595.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,Bifidobacterium_pseudolongum.json,Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099,kb|g.239965,Bifidobacterium_pseudolongum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,ERR5883855,0.005809446106694112,58.09446106694112
Collinsella aerofaciens ATCC 25986,Collinsella aerofaciens ATCC 25986 (411903.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,540.0,878.0,732.0,Ines Thiele,04/20/12,411903.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella_aerofaciens.json,Collinsella aerofaciens ATCC 25986,,Collinsella_aerofaciens,species,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,ERR5883855,0.019388546343659715,193.88546343659715
Adlercreutzia equolifaciens DSM 19450,,Obligate anaerobe,"Asaccharolytic, nonfermentative",Positive,Commensal,590.0,942.0,813.0,chenry,09/09/14,1384484.0,Kbase,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens,Adlercreutzia_equolifaciens.json,Adlercreutzia equolifaciens DSM 19450,,Adlercreutzia_equolifaciens,species,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens,ERR5883855,0.0011881754089882134,11.881754089882135
Bacteroides caccae ATCC 43185,Bacteroides caccae ATCC 43185 (411901.7),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730.0,1225.0,952.0,Ines Thiele,04/20/12,411901.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,Bacteroides_caccae.json,Bacteroides caccae ATCC 43185,,Bacteroides_caccae,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,ERR5883855,0.0022002267395195506,22.002267395195506
Bacteroides cellulosilyticus DSM 14838,Bacteroides cellulosilyticus DSM 14838 (537012.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,853.0,1301.0,1012.0,Ines Thiele,04/20/12,537012.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides_cellulosilyticus.json,Bacteroides cellulosilyticus DSM 14838,,Bacteroides_cellulosilyticus,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus,ERR5883855,0.007650141362747182,76.50141362747182
,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides_ovatus.json,,,Bacteroides_ovatus,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus,ERR5883855,0.0018526134267757156,18.526134267757158
,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides_thetaiotaomicron.json,,,Bacteroides_thetaiotaomicron,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,ERR5883855,0.0024995052487771,24.995052487771
Bacteroides uniformis ATCC 8492,Bacteroides uniformis ATCC 8492 (411479.10),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851.0,1196.0,962.0,Ines Thiele,04/20/12,411479.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides_uniformis.json,Bacteroides uniformis ATCC 8492,,Bacteroides_uniformis,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,ERR5883855,0.036089214129064955,360.89214129064953
Barnesiella intestinihominis YIT 11860,Barnesiella intestinihominis YIT 11860 (742726.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,622.0,2235.0,1282.0,chenry,09/10/14,742726.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella_intestinihominis.json,Barnesiella intestinihominis YIT 11860,kb|g.27473,Barnesiella_intestinihominis,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis,ERR5883855,0.02074655568544563,207.4655568544563
Butyricimonas virosa DSM 23226,,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,622.0,1221.0,975.0,chenry,04/15/16,1121130.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas virosa,Butyricimonas_virosa.json,Butyricimonas virosa DSM 23226,kb|g.207074,Butyricimonas_virosa,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa,ERR5883855,0.0017009878103598332,17.009878103598332
"Odoribacter splanchnicus 1651/6, DSM 20712",Odoribacter splanchnicus DSM 20712 (709991.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,688.0,1131.0,946.0,Eugen Bauer,08/03/14,709991.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,Odoribacter_splanchnicus.json,"Odoribacter splanchnicus 1651/6, DSM 20712",,Odoribacter_splanchnicus,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,ERR5883855,0.006864204215648264,68.64204215648263
Paraprevotella clara YIT 11840,Paraprevotella clara YIT 11840 (762968.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,,743.0,1946.0,1285.0,Laura Kutt,04/17/16,762968.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella clara,Paraprevotella_clara.json,Paraprevotella clara YIT 11840,kb|g.27713,Paraprevotella_clara,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara,ERR5883855,0.016746354106508717,167.46354106508716
"Prevotella copri CB7, DSM 18205",Prevotella copri DSM 18205 (537011.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,1099.0,1634.0,1139.0,Ines Thiele,06/25/12,165179.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,Prevotella_copri.json,"Prevotella copri CB7, DSM 18205",,Prevotella_copri,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri,ERR5883855,0.058993289775607326,589.9328977560732
Alistipes onderdonkii DSM 19147,Alistipes onderdonkii DSM 19147 (1120974.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,,662.0,1101.0,899.0,Laura Kutt,04/17/16,1203611.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,Alistipes_onderdonkii.json,Alistipes onderdonkii DSM 19147,kb|g.29550,Alistipes_onderdonkii,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii,ERR5883855,0.0013616510050622798,13.616510050622798
Alistipes putredinis DSM 17216,Alistipes putredinis DSM 17216 (445970.5),Obligate anaerobe,"Weakly saccharolytic, fermentative",Negative,Commensal,421.0,858.0,721.0,chenry,09/09/14,445970.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,Alistipes_putredinis.json,Alistipes putredinis DSM 17216,kb|g.1522,Alistipes_putredinis,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,ERR5883855,0.09786175510513372,978.6175510513372
Alistipes shahii WAL 8301,Alistipes shahii WAL 8301 (717959.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,,668.0,2225.0,1262.0,Laura Kutt,04/17/16,717959.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii,Alistipes_shahii.json,Alistipes shahii WAL 8301,kb|g.3099,Alistipes_shahii,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,ERR5883855,0.01933690093719492,193.3690093719492
Parabacteroides distasonis ATCC 8503,Parabacteroides distasonis ATCC 8503 (435591.13),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,845.0,2519.0,1459.0,Eugen Bauer,08/03/14,435591.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides_distasonis.json,Parabacteroides distasonis ATCC 8503,,Parabacteroides_distasonis,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,ERR5883855,0.0061501071531830705,61.5010715318307
Parabacteroides goldsteinii dnLKV18,Parabacteroides goldsteinii dnLKV18 (1235789.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,949.0,1345.0,1056.0,chenry,04/15/16,1235789.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii,Parabacteroides_goldsteinii.json,Parabacteroides goldsteinii dnLKV18,kb|g.31352,Parabacteroides_goldsteinii,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,ERR5883855,0.002663380096213479,26.63380096213479
Parabacteroides merdae ATCC 43184,Parabacteroides merdae ATCC 43184 (411477.4),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,732.0,2474.0,1396.0,Ines Thiele,04/20/12,411477.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,Parabacteroides_merdae.json,Parabacteroides merdae ATCC 43184,,Parabacteroides_merdae,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae,ERR5883855,0.01153182335505334,115.31823355053339
Lactobacillus ruminis ATCC 25644,Lactobacillus ruminis ATCC 25644 (525362.3),Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Commensal,565.0,1663.0,1123.0,Ines Thiele,06/25/12,525362.0,Kbase,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus ruminis,Ligilactobacillus_ruminis.json,Lactobacillus ruminis ATCC 25644,,Ligilactobacillus_ruminis,species,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_ruminis,ERR5883855,0.006306698674066722,63.06698674066722
,,Obligate anaerobe,Uncharacterized,Uncharacterized,Uncharacterized,,,,Ines Thiele,,457396.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. 7_2_43FAA,Clostridium_sp__7_2_43FAA.json,,,Clostridium_sp__7_2_43FAA,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF36_4,ERR5883855,0.033880379821801275,338.80379821801273
Eubacterium ramulus ATCC 29099,,Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Positive,Commensal,681.0,1129.0,910.0,chenry,09/09/14,1256908.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium ramulus,Eubacterium_ramulus.json,Eubacterium ramulus ATCC 29099,kb|g.208433,Eubacterium_ramulus,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus,ERR5883855,0.0012421382375379707,12.421382375379707
Eubacterium hallii DSM 3353,Eubacterium hallii DSM 3353 (411469.3),Obligate anaerobe,"Saccharolytic, fermentative, acetate and lactate converted to butyrate",Positive,Commensal,686.0,1647.0,1189.0,Ines Thiele,04/20/12,411469.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii,Anaerobutyricum_hallii.json,Eubacterium hallii DSM 3353,,Anaerobutyricum_hallii,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii,ERR5883855,0.009374303393956606,93.74303393956606
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,,,,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia obeum,Blautia_obeum.json,,kb|g.1354,Blautia_obeum,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum,ERR5883855,0.0029232624300267276,29.232624300267275
Blautia wexlerae DSM 19850,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,855.0,1249.0,1006.0,Laura Kutt,04/18/16,1121115.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia wexlerae,Blautia_wexlerae.json,Blautia wexlerae DSM 19850,kb|g.207068,Blautia_wexlerae,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae,ERR5883855,0.00580116959924783,58.0116959924783
Butyrivibrio crossotus DSM 2876,Butyrivibrio crossotus DSM 2876 (511680.4),Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530.0,886.0,775.0,Ines Thiele,04/20/12,511680.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus,Butyrivibrio_crossotus.json,Butyrivibrio crossotus DSM 2876,,Butyrivibrio_crossotus,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus,ERR5883855,0.04070982270617516,407.0982270617516
Coprococcus catus GD/7,Coprococcus catus GD/7 (717962.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,,843.0,1783.0,1276.0,Laura Kutt,04/18/16,717962.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus catus,Coprococcus_catus.json,Coprococcus catus GD/7,kb|g.3102,Coprococcus_catus,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,ERR5883855,0.0064166106929533446,64.16610692953344
Coprococcus comes ATCC 27758,Coprococcus comes ATCC 27758 (470146.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,735.0,1074.0,879.0,Ines Thiele,04/20/12,470146.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus comes,Coprococcus_comes.json,Coprococcus comes ATCC 27758,,Coprococcus_comes,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes,ERR5883855,0.016563277761796967,165.63277761796968
Dorea formicigenerans ATCC 27755,Dorea formicigenerans ATCC 27755 (411461.4),Obligate anaerobe,"Saccharolytic, fermentative",Positive,,762.0,2072.0,1356.0,Laura Kutt,04/18/16,411461.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea formicigenerans,Dorea_formicigenerans.json,Dorea formicigenerans ATCC 27755,kb|g.1356,Dorea_formicigenerans,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans,ERR5883855,0.005703506811381705,57.035068113817054
Dorea longicatena DSM 13814,Dorea longicatena DSM 13814 (411462.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,697.0,1536.0,1131.0,Ines Thiele,06/29/12,411462.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea longicatena,Dorea_longicatena.json,Dorea longicatena DSM 13814,,Dorea_longicatena,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena,ERR5883855,0.013670803939470405,136.70803939470406
Eubacterium eligens ATCC 27750,Eubacterium eligens ATCC 27750 (515620.4),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,658.0,1175.0,960.0,Laura Kutt,04/18/16,515620.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Lachnospira eligens,Lachnospira_eligens.json,Eubacterium eligens ATCC 27750,kb|g.1895,Lachnospira_eligens,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_eligens,ERR5883855,0.01712872875052694,171.28728750526938
Ruminococcus lactaris ATCC 29176,Ruminococcus lactaris ATCC 29176 (471875.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,608.0,2046.0,1255.0,Ines Thiele,04/20/12,471875.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris,_Ruminococcus__lactaris.json,Ruminococcus lactaris ATCC 29176,,_Ruminococcus__lactaris,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_lactaris,ERR5883855,0.01664306329357912,166.43063293579118
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques,_Ruminococcus__torques.json,,,_Ruminococcus__torques,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques,ERR5883855,0.020692592856895876,206.92592856895877
